feature	ham_probability	spam_probability
word_7436105472	1.7703780695478863e-07	4.5007093117875375e-07
word_743692	1.7703780695478863e-07	6.751063967681307e-07
word_743952704	1.7703780695478863e-07	4.5007093117875375e-07
word_744	1.2392646486835202e-06	1.800283724715015e-06
word_7440	3.5407561390957725e-07	2.2503546558937688e-07
word_74403	3.5407561390957725e-07	2.2503546558937688e-07
word_7442	3.5407561390957725e-07	4.5007093117875375e-07
word_7443	3.5407561390957725e-07	2.2503546558937688e-07
word_74436558	1.7703780695478863e-07	6.751063967681307e-07
word_7445	3.5407561390957725e-07	2.2503546558937688e-07
word_744503	3.5407561390957725e-07	2.2503546558937688e-07
word_744505	3.5407561390957725e-07	2.2503546558937688e-07
word_7446	8.85189034773943e-07	2.2503546558937688e-07
word_74464	3.5407561390957725e-07	2.2503546558937688e-07
word_7448	3.5407561390957725e-07	4.5007093117875375e-07
word_744976	1.7703780695478863e-07	4.5007093117875375e-07
word_745	2.832604911276618e-06	5.4008511741450454e-06
word_7450	3.5407561390957725e-07	2.2503546558937688e-07
word_7453	3.5407561390957725e-07	2.2503546558937688e-07
word_7454	2.301491490412252e-06	2.2503546558937688e-07
word_745546	5.311134208643658e-07	2.2503546558937688e-07
word_745578	3.5407561390957725e-07	2.2503546558937688e-07
word_745589	2.655567104321829e-06	2.2503546558937688e-07
word_7456	3.5407561390957725e-07	2.2503546558937688e-07
word_7457	1.7703780695478863e-07	6.751063967681307e-07
word_74577638	1.7703780695478863e-07	4.5007093117875375e-07
word_7459	2.301491490412252e-06	2.2503546558937688e-07
word_745958	3.5407561390957725e-07	2.2503546558937688e-07
word_745989	3.5407561390957725e-07	2.2503546558937688e-07
word_746	1.0622268417287317e-06	4.050638380608784e-06
word_7460	3.5407561390957725e-07	6.751063967681307e-07
word_7461	3.5407561390957725e-07	2.2503546558937688e-07
word_7462	8.85189034773943e-07	2.2503546558937688e-07
word_746255	1.7703780695478863e-07	4.5007093117875375e-07
word_7466	4.602982980824504e-06	2.2503546558937688e-07
word_7467	3.5407561390957725e-07	2.2503546558937688e-07
word_7468	3.5407561390957725e-07	4.5007093117875375e-07
word_7469	8.85189034773943e-07	2.2503546558937688e-07
word_746902	3.5407561390957725e-07	2.2503546558937688e-07
word_747	3.5407561390957725e-07	4.050638380608784e-06
word_7470	1.7703780695478863e-07	9.001418623575075e-07
word_7471	1.7703780695478863e-07	4.5007093117875375e-07
word_7476	3.5407561390957725e-07	2.2503546558937688e-07
word_747813	3.5407561390957725e-07	2.2503546558937688e-07
word_747816	3.5407561390957725e-07	2.2503546558937688e-07
word_7479	1.7703780695478863e-07	6.751063967681307e-07
word_748	3.5407561390957725e-07	1.800283724715015e-06
word_7480	1.0622268417287317e-06	4.5007093117875375e-07
word_7482	1.7703780695478863e-07	1.3502127935362614e-06
word_7484	6.727436664281967e-06	2.2503546558937688e-07
word_7486	3.540756139095772e-06	4.5007093117875375e-07
word_7489	5.311134208643658e-07	2.2503546558937688e-07
word_749	7.081512278191545e-07	1.3502127935362614e-06
word_7490	1.7703780695478863e-07	4.5007093117875375e-07
word_7491	7.081512278191545e-07	2.2503546558937688e-07
word_7493	5.311134208643658e-07	2.2503546558937688e-07
word_74949	3.5407561390957725e-07	2.2503546558937688e-07
word_749759	3.5407561390957725e-07	2.2503546558937688e-07
word_7499	7.081512278191545e-07	2.2503546558937688e-07
word_75	9.896413408772684e-05	0.00023291170688500507
word_750	4.178092244133011e-05	2.880453959544024e-05
word_7500	3.0096427182314066e-06	4.275673846198161e-06
word_75000	3.5407561390957725e-07	6.751063967681307e-07
word_75001	3.5407561390957725e-07	2.2503546558937688e-07
word_75002	3.5407561390957725e-07	2.2503546558937688e-07
word_75007	1.7703780695478863e-07	9.001418623575075e-07
word_750125	1.7703780695478863e-07	4.5007093117875375e-07
word_7502	1.7703780695478863e-07	4.5007093117875375e-07
word_7504	1.7703780695478863e-07	1.1251773279468844e-06
word_75046	3.5407561390957725e-07	2.2503546558937688e-07
word_7507	1.7703780695478863e-07	4.5007093117875375e-07
word_75074	3.5407561390957725e-07	2.2503546558937688e-07
word_7508	7.081512278191545e-07	2.2503546558937688e-07
word_75093	1.7703780695478863e-07	4.5007093117875375e-07
word_751	1.2392646486835202e-06	9.001418623575075e-06
word_7511	3.5407561390957725e-07	2.2503546558937688e-07
word_7514	3.5407561390957725e-07	2.2503546558937688e-07
word_75158	1.7703780695478863e-07	4.5007093117875375e-07
word_7516	7.081512278191545e-07	2.2503546558937688e-07
word_7517	1.7703780695478863e-07	6.751063967681307e-07
word_7517550316716125	3.5407561390957725e-07	2.2503546558937688e-07
word_7519	3.5407561390957725e-07	2.2503546558937688e-07
word_751968	3.5407561390957725e-07	2.2503546558937688e-07
word_751977	3.5407561390957725e-07	2.2503546558937688e-07
word_752	1.2392646486835202e-06	3.3755319838406533e-06
word_752002	1.7703780695478863e-07	4.5007093117875375e-07
word_75201	1.5933402625930975e-06	6.751063967681307e-07
word_75205	1.7703780695478863e-07	6.751063967681307e-07
word_75209	1.7703780695478863e-07	6.751063967681307e-07
word_75219	1.7703780695478863e-07	6.751063967681307e-07
word_75231	1.7703780695478863e-07	4.5007093117875375e-07
word_752476	3.5407561390957725e-07	2.2503546558937688e-07
word_752480	3.5407561390957725e-07	2.2503546558937688e-07
word_752482	1.2392646486835202e-06	2.2503546558937688e-07
word_752487	3.5407561390957725e-07	2.2503546558937688e-07
word_752489	3.5407561390957725e-07	2.2503546558937688e-07
word_752491	3.5407561390957725e-07	2.2503546558937688e-07
word_7525	7.081512278191545e-07	2.2503546558937688e-07
word_752556	3.5407561390957725e-07	2.2503546558937688e-07
word_752566	3.5407561390957725e-07	2.2503546558937688e-07
word_752571	3.5407561390957725e-07	2.2503546558937688e-07
word_752578	3.5407561390957725e-07	2.2503546558937688e-07
word_7526	3.5407561390957725e-07	2.2503546558937688e-07
word_75261	7.081512278191545e-07	2.2503546558937688e-07
word_7529	1.7703780695478863e-07	4.5007093117875375e-07
word_753	1.0622268417287317e-06	2.250354655893769e-06
word_7530	5.311134208643658e-07	2.2503546558937688e-07
word_7531	1.7703780695478863e-07	6.751063967681307e-07
word_753164251591	1.7703780695478863e-07	6.751063967681307e-07
word_7533	7.081512278191545e-07	4.5007093117875375e-07
word_7534	1.7703780695478863e-07	4.5007093117875375e-07
word_7537	8.85189034773943e-07	2.2503546558937688e-07
word_7538	3.5407561390957725e-07	2.2503546558937688e-07
word_75387018	1.7703780695478863e-07	1.1251773279468844e-06
word_75391897	1.7703780695478863e-07	4.5007093117875375e-07
word_754	3.3637183321409836e-06	3.1504965182512766e-06
word_754187	1.2392646486835202e-06	2.2503546558937688e-07
word_7543	1.7703780695478863e-07	4.5007093117875375e-07
word_754337	5.311134208643658e-07	2.2503546558937688e-07
word_75442	5.311134208643658e-07	2.2503546558937688e-07
word_7545	1.7703780695478863e-07	4.5007093117875375e-07
word_75455	1.7703780695478863e-07	4.5007093117875375e-07
word_7547	3.5407561390957725e-07	2.2503546558937688e-07
word_7548	2.301491490412252e-06	2.2503546558937688e-07
word_7549	5.311134208643658e-07	2.2503546558937688e-07
word_755	1.0622268417287317e-06	2.7004255870725227e-06
word_7551	1.7703780695478863e-07	4.5007093117875375e-07
word_7552	1.7703780695478863e-07	4.5007093117875375e-07
word_7552100	1.7703780695478863e-07	4.5007093117875375e-07
word_7553	7.081512278191545e-07	2.2503546558937688e-07
word_7554	1.2392646486835202e-06	2.2503546558937688e-07
word_7555	5.311134208643658e-07	9.45148955475383e-06
word_755750	3.5407561390957725e-07	2.2503546558937688e-07
word_755787	5.311134208643658e-07	2.2503546558937688e-07
word_7559	3.5407561390957725e-07	2.2503546558937688e-07
word_756	1.416302455638309e-06	3.825602915019407e-06
word_75600545	1.7703780695478863e-07	1.5752482591256383e-06
word_75600545288	1.7703780695478863e-07	4.5007093117875375e-07
word_75600545888	1.7703780695478863e-07	6.751063967681307e-07
word_75604545	1.7703780695478863e-07	4.5007093117875375e-07
word_7562	4.602982980824504e-06	6.751063967681307e-07
word_7563	3.5407561390957725e-07	2.2503546558937688e-07
word_75644545	1.7703780695478863e-07	6.751063967681307e-07
word_7565	1.7703780695478863e-07	4.5007093117875375e-07
word_7568	1.2392646486835202e-06	2.2503546558937688e-07
word_7569	5.311134208643658e-07	2.2503546558937688e-07
word_757	2.4785292973670405e-06	1.3502127935362614e-06
word_7570	8.85189034773943e-07	2.2503546558937688e-07
word_7572	1.7703780695478863e-07	4.5007093117875375e-07
word_7573	1.2392646486835202e-06	2.2503546558937688e-07
word_7575	3.5407561390957725e-07	2.2503546558937688e-07
word_7576	5.311134208643658e-07	2.2503546558937688e-07
word_75775	3.5407561390957725e-07	2.2503546558937688e-07
word_7578	7.081512278191545e-07	2.2503546558937688e-07
word_75780	3.5407561390957725e-07	2.2503546558937688e-07
word_7579	3.5407561390957725e-07	2.2503546558937688e-07
word_758	1.947415876502675e-06	4.725744777376915e-06
word_7581	3.5407561390957725e-07	2.2503546558937688e-07
word_7583	5.311134208643658e-07	2.2503546558937688e-07
word_7584	1.7703780695478863e-07	4.5007093117875375e-07
word_7585	1.770378069547886e-06	2.2503546558937688e-07
word_7585021	1.7703780695478863e-07	6.751063967681307e-07
word_758540	3.5407561390957725e-07	2.2503546558937688e-07
word_758592	3.5407561390957725e-07	2.2503546558937688e-07
word_758600	3.5407561390957725e-07	2.2503546558937688e-07
word_758659	3.5407561390957725e-07	2.2503546558937688e-07
word_7588	3.5407561390957725e-07	2.2503546558937688e-07
word_758803	3.5407561390957725e-07	2.2503546558937688e-07
word_75889086375213	1.7703780695478863e-07	4.5007093117875375e-07
word_7589	7.081512278191545e-07	4.5007093117875375e-07
word_759	2.832604911276618e-06	2.025319190304392e-06
word_7590	1.7703780695478863e-07	4.5007093117875375e-07
word_7590893	1.7703780695478863e-07	6.751063967681307e-07
word_7591	1.7703780695478863e-07	4.5007093117875375e-07
word_7591666	1.7703780695478863e-07	6.751063967681307e-07
word_7592574	1.7703780695478863e-07	4.5007093117875375e-07
word_7592983	1.7703780695478863e-07	4.5007093117875375e-07
word_75937467	1.7703780695478863e-07	4.5007093117875375e-07
word_7594	1.2392646486835202e-06	2.2503546558937688e-07
word_7595	8.85189034773943e-07	2.2503546558937688e-07
word_75959	3.5407561390957725e-07	2.2503546558937688e-07
word_7596	1.7703780695478863e-07	6.751063967681307e-07
word_759684	3.5407561390957725e-07	2.2503546558937688e-07
word_7597	3.5407561390957725e-07	2.2503546558937688e-07
word_7599	1.7703780695478863e-07	4.5007093117875375e-07
word_75994658	1.7703780695478863e-07	4.5007093117875375e-07
word_759962790	1.7703780695478863e-07	4.5007093117875375e-07
word_76	3.098161621708801e-05	3.89311355469622e-05
word_760	1.770378069547886e-06	4.725744777376915e-06
word_7600	1.0622268417287317e-06	9.001418623575075e-07
word_7601	1.7703780695478863e-07	4.5007093117875375e-07
word_7603	3.5407561390957725e-07	2.2503546558937688e-07
word_76031	8.85189034773943e-07	2.2503546558937688e-07
word_760382	1.7703780695478863e-07	1.5752482591256383e-06
word_7605	3.5407561390957725e-07	2.2503546558937688e-07
word_7606	3.5407561390957725e-07	2.2503546558937688e-07
word_7607	8.85189034773943e-07	2.2503546558937688e-07
word_760844164	1.7703780695478863e-07	4.5007093117875375e-07
word_761	1.947415876502675e-06	1.3502127935362614e-06
word_7610	8.85189034773943e-07	2.2503546558937688e-07
word_761052	3.5407561390957725e-07	2.2503546558937688e-07
word_76109	3.5407561390957725e-07	2.2503546558937688e-07
word_7612	3.5407561390957725e-07	2.2503546558937688e-07
word_7613	1.2392646486835202e-06	2.2503546558937688e-07
word_7614	1.7703780695478863e-07	4.5007093117875375e-07
word_761540	1.7703780695478863e-07	4.5007093117875375e-07
word_76155	1.7703780695478863e-07	4.5007093117875375e-07
word_7619	8.85189034773943e-07	4.5007093117875375e-07
word_762	2.1244536834574634e-06	3.60056744943003e-06
word_762009700082653	1.7703780695478863e-07	4.5007093117875375e-07
word_76206	1.7703780695478863e-07	6.751063967681307e-07
word_7622	3.5407561390957725e-07	2.2503546558937688e-07
word_7623	3.5407561390957725e-07	2.2503546558937688e-07
word_762340	5.311134208643658e-07	2.2503546558937688e-07
word_7624	3.5407561390957725e-07	2.2503546558937688e-07
word_7626	3.89483175300535e-06	2.2503546558937688e-07
word_7628	1.7703780695478863e-07	4.5007093117875375e-07
word_7629	1.416302455638309e-06	2.2503546558937688e-07
word_762901	1.7703780695478863e-07	4.5007093117875375e-07
word_763	7.081512278191545e-07	5.175815708555668e-06
word_7631	1.7703780695478863e-07	4.5007093117875375e-07
word_7632	3.5407561390957725e-07	4.5007093117875375e-07
word_763276	1.7703780695478863e-07	6.751063967681307e-07
word_763427980	1.7703780695478863e-07	4.5007093117875375e-07
word_763427981	1.7703780695478863e-07	4.5007093117875375e-07
word_7635	1.7703780695478863e-07	4.5007093117875375e-07
word_763576	1.7703780695478863e-07	9.001418623575075e-07
word_763591435	1.7703780695478863e-07	6.751063967681307e-07
word_763638	1.7703780695478863e-07	4.5007093117875375e-07
word_763648313	1.7703780695478863e-07	4.5007093117875375e-07
word_763648314	1.7703780695478863e-07	4.5007093117875375e-07
word_763648315	1.7703780695478863e-07	4.5007093117875375e-07
word_76365	3.5407561390957725e-07	2.2503546558937688e-07
word_76371	5.311134208643658e-07	2.2503546558937688e-07
word_764	1.5933402625930975e-06	1.1251773279468844e-06
word_7640	1.7703780695478863e-07	4.5007093117875375e-07
word_764045	3.5407561390957725e-07	2.2503546558937688e-07
word_764168	3.5407561390957725e-07	2.2503546558937688e-07
word_7642	5.311134208643658e-07	4.5007093117875375e-07
word_764203	3.5407561390957725e-07	2.2503546558937688e-07
word_7643	5.311134208643658e-07	4.5007093117875375e-07
word_7644	1.7703780695478863e-07	2.025319190304392e-06
word_764432	1.7703780695478863e-07	4.5007093117875375e-07
word_7646	5.311134208643658e-07	2.2503546558937688e-07
word_7649	3.5407561390957725e-07	2.2503546558937688e-07
word_765	2.301491490412252e-06	9.901560485932582e-06
word_765005	1.7703780695478863e-07	4.5007093117875375e-07
word_7651	1.7703780695478863e-07	4.5007093117875375e-07
word_765204	1.7703780695478863e-07	6.751063967681307e-07
word_7653	3.5407561390957725e-07	2.2503546558937688e-07
word_7654	1.0622268417287317e-06	2.2503546558937688e-07
word_76540	1.7703780695478863e-07	6.751063967681307e-07
word_7657	1.7703780695478863e-07	1.1251773279468844e-06
word_765764651491	1.7703780695478863e-07	4.5007093117875375e-07
word_7658	5.311134208643658e-07	2.2503546558937688e-07
word_766	8.85189034773943e-07	1.3502127935362614e-06
word_7660	5.311134208643658e-07	2.2503546558937688e-07
word_7666	3.5407561390957725e-07	2.2503546558937688e-07
word_7668	7.081512278191545e-07	9.001418623575075e-07
word_767	4.602982980824504e-06	1.800283724715015e-06
word_7670	3.5407561390957725e-07	2.2503546558937688e-07
word_7672	5.311134208643658e-07	2.2503546558937688e-07
word_7673	8.85189034773943e-07	2.2503546558937688e-07
word_7675	3.5407561390957725e-07	2.2503546558937688e-07
word_7675213911	1.7703780695478863e-07	1.3502127935362614e-06
word_7676	3.5407561390957725e-07	2.2503546558937688e-07
word_7677	3.5407561390957725e-07	2.2503546558937688e-07
word_7679	3.5407561390957725e-07	2.2503546558937688e-07
word_76798	1.5756364818976186e-05	2.2503546558937688e-07
word_768	2.4785292973670405e-06	1.0576666882700714e-05
word_768038958	1.7703780695478863e-07	4.5007093117875375e-07
word_7681	5.311134208643658e-07	4.5007093117875375e-07
word_7682	3.5407561390957725e-07	2.2503546558937688e-07
word_7683	1.7703780695478863e-07	4.5007093117875375e-07
word_7685	1.7703780695478863e-07	4.5007093117875375e-07
word_768543	1.7703780695478863e-07	4.5007093117875375e-07
word_76859253047498	1.7703780695478863e-07	4.5007093117875375e-07
word_7687	1.7703780695478863e-07	4.5007093117875375e-07
word_768955	1.7703780695478863e-07	4.5007093117875375e-07
word_769	2.1244536834574634e-06	1.800283724715015e-06
word_7690	1.7703780695478863e-07	4.5007093117875375e-07
word_7692	3.5407561390957725e-07	2.2503546558937688e-07
word_769277	3.5407561390957725e-07	2.2503546558937688e-07
word_7693	3.5407561390957725e-07	2.2503546558937688e-07
word_7694	5.311134208643658e-07	4.5007093117875375e-07
word_76950	1.7703780695478863e-07	4.5007093117875375e-07
word_7696	3.5407561390957725e-07	2.2503546558937688e-07
word_7698	5.311134208643658e-07	4.5007093117875375e-07
word_769808	1.7703780695478863e-07	6.751063967681307e-07
word_77	2.0890461220665055e-05	1.7102695384792642e-05
word_770	3.186680525186195e-06	6.5260285020919295e-06
word_7700	5.311134208643658e-07	6.751063967681307e-07
word_77002	4.850835910561208e-05	2.2503546558937688e-07
word_77005	7.081512278191544e-06	2.2503546558937688e-07
word_77006	1.7703780695478863e-07	6.751063967681307e-07
word_77007742781005	1.7703780695478863e-07	4.5007093117875375e-07
word_77008	1.947415876502675e-06	2.2503546558937688e-07
word_7701	1.416302455638309e-06	2.2503546558937688e-07
word_77010	3.5407561390957725e-07	2.2503546558937688e-07
word_77018	5.311134208643658e-07	2.2503546558937688e-07
word_77019	3.0096427182314066e-06	2.2503546558937688e-07
word_77024	3.5407561390957725e-07	2.2503546558937688e-07
word_77025	5.311134208643658e-07	2.2503546558937688e-07
word_77027	8.85189034773943e-07	2.2503546558937688e-07
word_77036	3.5407561390957725e-07	2.2503546558937688e-07
word_7704	3.5407561390957725e-07	2.2503546558937688e-07
word_77041	5.311134208643658e-07	2.2503546558937688e-07
word_77042	1.0622268417287317e-06	2.2503546558937688e-07
word_77043	3.5407561390957725e-07	2.2503546558937688e-07
word_7705	1.7703780695478863e-07	4.5007093117875375e-07
word_77056	4.602982980824504e-06	2.2503546558937688e-07
word_77057	5.311134208643658e-07	2.2503546558937688e-07
word_77058	3.5407561390957725e-07	2.2503546558937688e-07
word_770594	1.7703780695478863e-07	6.751063967681307e-07
word_77068	8.85189034773943e-07	2.2503546558937688e-07
word_7707	5.311134208643658e-07	4.5007093117875375e-07
word_77073	1.7703780695478863e-07	4.5007093117875375e-07
word_77079	3.5407561390957725e-07	1.3502127935362614e-06
word_7709	8.85189034773943e-07	2.2503546558937688e-07
word_77090	1.2392646486835202e-06	9.001418623575075e-07
word_77094	3.5407561390957725e-07	2.2503546558937688e-07
word_77098	5.311134208643658e-07	2.2503546558937688e-07
word_771	1.2392646486835202e-06	6.751063967681307e-07
word_7712	3.5407561390957725e-07	2.2503546558937688e-07
word_7713	3.5407561390957725e-07	2.2503546558937688e-07
word_7714	3.5407561390957725e-07	4.5007093117875375e-07
word_7716	1.7703780695478863e-07	4.5007093117875375e-07
word_771661	1.7703780695478863e-07	6.751063967681307e-07
word_7719	1.7703780695478863e-07	6.751063967681307e-07
word_772	1.0622268417287317e-06	2.4753901214831456e-06
word_7720	1.7703780695478863e-07	6.751063967681307e-07
word_77204	1.770378069547886e-06	2.2503546558937688e-07
word_7722	1.947415876502675e-06	6.751063967681307e-07
word_7724	1.7703780695478863e-07	4.5007093117875375e-07
word_77243698	1.7703780695478863e-07	4.5007093117875375e-07
word_77251	4.248907366914927e-06	2.2503546558937688e-07
word_77255	1.7703780695478863e-07	4.5007093117875375e-07
word_77257	3.5407561390957725e-07	2.2503546558937688e-07
word_77259	1.7703780695478863e-07	4.5007093117875375e-07
word_7726	1.7703780695478863e-07	4.5007093117875375e-07
word_7727	2.655567104321829e-06	2.2503546558937688e-07
word_7728	1.7703780695478863e-07	4.5007093117875375e-07
word_773	2.301491490412252e-06	2.025319190304392e-06
word_7731	1.0622268417287317e-06	4.5007093117875375e-07
word_7732	3.7177939460505607e-06	2.2503546558937688e-07
word_7733	5.311134208643658e-07	4.5007093117875375e-07
word_773311	1.7703780695478863e-07	4.5007093117875375e-07
word_77339	7.081512278191545e-07	2.2503546558937688e-07
word_77345	3.5407561390957725e-07	2.2503546558937688e-07
word_77352	5.311134208643658e-07	2.2503546558937688e-07
word_773524441	1.7703780695478863e-07	6.751063967681307e-07
word_77354	3.5407561390957725e-07	2.2503546558937688e-07
word_77355	1.7703780695478863e-07	4.5007093117875375e-07
word_7736649	1.7703780695478863e-07	4.5007093117875375e-07
word_77367	1.7703780695478863e-07	4.5007093117875375e-07
word_7737	1.7703780695478863e-07	4.5007093117875375e-07
word_77377	1.7703780695478863e-07	6.751063967681307e-07
word_77378	1.7703780695478863e-07	6.751063967681307e-07
word_77379	2.1244536834574634e-06	2.2503546558937688e-07
word_77380	1.416302455638309e-06	2.2503546558937688e-07
word_77381	7.081512278191545e-07	2.2503546558937688e-07
word_77387	3.5407561390957725e-07	2.2503546558937688e-07
word_77388	2.4785292973670405e-06	2.2503546558937688e-07
word_773885434	3.5407561390957725e-07	2.2503546558937688e-07
word_7739	8.85189034773943e-07	2.2503546558937688e-07
word_774	1.0622268417287317e-06	1.3502127935362614e-06
word_7740	5.311134208643658e-07	2.2503546558937688e-07
word_7741	8.85189034773943e-07	4.5007093117875375e-07
word_7744	1.7703780695478863e-07	4.5007093117875375e-07
word_77455	5.311134208643658e-07	2.2503546558937688e-07
word_77478	5.311134208643658e-07	2.2503546558937688e-07
word_7748	7.081512278191545e-07	4.5007093117875375e-07
word_77488	1.7703780695478863e-07	4.5007093117875375e-07
word_775	4.7800207877792924e-06	5.850922105323799e-06
word_7751	1.7703780695478863e-07	6.751063967681307e-07
word_7752	3.5407561390957725e-07	2.2503546558937688e-07
word_77525	3.5407561390957725e-07	2.2503546558937688e-07
word_7754	5.311134208643658e-07	2.2503546558937688e-07
word_7755	3.5407561390957725e-07	2.2503546558937688e-07
word_77555	3.5407561390957725e-07	2.2503546558937688e-07
word_7756	3.5407561390957725e-07	2.2503546558937688e-07
word_7758	3.5407561390957725e-07	2.2503546558937688e-07
word_77590	1.7703780695478863e-07	9.001418623575075e-07
word_7759248	1.7703780695478863e-07	4.5007093117875375e-07
word_77598	3.5407561390957725e-07	2.2503546558937688e-07
word_776	2.301491490412252e-06	3.60056744943003e-06
word_7760	3.5407561390957725e-07	2.2503546558937688e-07
word_7760637	1.7703780695478863e-07	4.5007093117875375e-07
word_776112	1.7703780695478863e-07	4.5007093117875375e-07
word_7762	3.5407561390957725e-07	2.2503546558937688e-07
word_7762501	1.7703780695478863e-07	4.5007093117875375e-07
word_7765	1.7703780695478863e-07	4.5007093117875375e-07
word_7765057	1.7703780695478863e-07	4.5007093117875375e-07
word_7768	3.5407561390957725e-07	2.2503546558937688e-07
word_7769	1.7703780695478863e-07	4.5007093117875375e-07
word_7769847	1.7703780695478863e-07	4.5007093117875375e-07
word_777	5.311134208643658e-06	4.950780242966291e-06
word_7771	3.5407561390957725e-07	6.751063967681307e-07
word_77713	3.5407561390957725e-07	2.2503546558937688e-07
word_7772	1.7703780695478863e-07	4.5007093117875375e-07
word_7773	1.7703780695478863e-07	6.751063967681307e-07
word_7774	1.7703780695478863e-07	6.751063967681307e-07
word_7775	1.7703780695478863e-07	4.5007093117875375e-07
word_777687370767	1.7703780695478863e-07	6.751063967681307e-07
word_7777	1.2392646486835202e-06	4.5007093117875375e-07
word_7778	5.311134208643658e-07	2.2503546558937688e-07
word_7779	3.186680525186195e-06	2.2503546558937688e-07
word_777963	1.7703780695478863e-07	4.5007093117875375e-07
word_778	3.0096427182314066e-06	1.5752482591256383e-06
word_7780	5.311134208643658e-07	2.2503546558937688e-07
word_7781	1.7703780695478863e-07	4.5007093117875375e-07
word_77818	3.5407561390957725e-07	2.2503546558937688e-07
word_7782	1.7703780695478863e-07	4.5007093117875375e-07
word_7783	8.674852540784642e-06	4.5007093117875375e-07
word_7784	1.7703780695478863e-07	4.5007093117875375e-07
word_77842	3.5407561390957725e-07	2.2503546558937688e-07
word_7785	1.7703780695478863e-07	6.751063967681307e-07
word_7787	1.7703780695478863e-07	4.5007093117875375e-07
word_7788	1.7703780695478863e-07	4.5007093117875375e-07
word_7789	5.311134208643658e-07	2.2503546558937688e-07
word_779	7.081512278191545e-07	1.3502127935362614e-06
word_7790	7.081512278191545e-07	2.2503546558937688e-07
word_7792	5.311134208643658e-07	2.2503546558937688e-07
word_779345	3.5407561390957725e-07	2.2503546558937688e-07
word_7795	3.5407561390957725e-07	2.2503546558937688e-07
word_7797	3.5407561390957725e-07	2.2503546558937688e-07
word_7799	1.7703780695478863e-07	4.5007093117875375e-07
word_78	3.452237235618378e-05	3.1504965182512766e-05
word_780	4.071869559960138e-06	4.950780242966291e-06
word_7800	1.770378069547886e-06	2.2503546558937688e-07
word_78003	7.081512278191545e-07	2.2503546558937688e-07
word_7801	3.5407561390957725e-07	4.5007093117875375e-07
word_7802	1.0622268417287317e-06	2.2503546558937688e-07
word_7803	3.5407561390957725e-07	2.2503546558937688e-07
word_78032	7.081512278191545e-07	2.2503546558937688e-07
word_78033	7.081512278191545e-07	2.2503546558937688e-07
word_780393	1.7703780695478863e-07	4.5007093117875375e-07
word_7804	1.7703780695478863e-07	4.5007093117875375e-07
word_7806	5.311134208643658e-07	2.2503546558937688e-07
word_78065	3.5407561390957725e-07	2.2503546558937688e-07
word_78069	8.85189034773943e-07	2.2503546558937688e-07
word_7808673	1.7703780695478863e-07	4.5007093117875375e-07
word_7809	1.0622268417287317e-06	2.2503546558937688e-07
word_78093	7.081512278191545e-07	2.2503546558937688e-07
word_781	4.7800207877792924e-06	1.3502127935362614e-06
word_7810	3.5407561390957725e-07	2.2503546558937688e-07
word_78104	1.7703780695478863e-07	4.5007093117875375e-07
word_7811	1.416302455638309e-06	4.5007093117875375e-07
word_78113	1.0622268417287317e-06	2.2503546558937688e-07
word_7812	1.7703780695478863e-07	4.5007093117875375e-07
word_78149	3.5407561390957725e-07	2.2503546558937688e-07
word_7815	3.5407561390957725e-07	2.2503546558937688e-07
word_78150	3.5407561390957725e-07	2.2503546558937688e-07
word_78151	8.85189034773943e-07	2.2503546558937688e-07
word_781557	1.7703780695478863e-07	4.5007093117875375e-07
word_78161	7.081512278191545e-07	2.2503546558937688e-07
word_7816787	3.5407561390957725e-07	2.2503546558937688e-07
word_7817	3.5407561390957725e-07	2.2503546558937688e-07
word_7819	3.5407561390957725e-07	2.2503546558937688e-07
word_782	7.081512278191544e-06	1.3502127935362614e-06
word_7820	3.5407561390957725e-07	2.2503546558937688e-07
word_7822	1.2392646486835202e-06	2.2503546558937688e-07
word_78231	3.5407561390957725e-07	2.2503546558937688e-07
word_78232	3.5407561390957725e-07	2.2503546558937688e-07
word_7824	1.7703780695478863e-07	4.5007093117875375e-07
word_78248	3.5407561390957725e-07	2.2503546558937688e-07
word_7826	1.416302455638309e-06	2.2503546558937688e-07
word_782667	3.5407561390957725e-07	2.2503546558937688e-07
word_78269	3.5407561390957725e-07	2.2503546558937688e-07
word_7827	3.5407561390957725e-07	4.5007093117875375e-07
word_7829	3.5407561390957725e-07	2.2503546558937688e-07
word_7829128	1.7703780695478863e-07	1.800283724715015e-06
word_78293	3.5407561390957725e-07	2.2503546558937688e-07
word_78294	3.5407561390957725e-07	2.2503546558937688e-07
word_78296	3.5407561390957725e-07	2.2503546558937688e-07
word_783	1.4163024556383089e-05	9.001418623575075e-07
word_783019	1.7703780695478863e-07	4.5007093117875375e-07
word_78308	3.5407561390957725e-07	2.2503546558937688e-07
word_7831	5.311134208643658e-07	2.2503546558937688e-07
word_78311	3.5407561390957725e-07	2.2503546558937688e-07
word_7833	7.081512278191545e-07	2.2503546558937688e-07
word_78330	5.311134208643658e-07	2.2503546558937688e-07
word_78351	8.85189034773943e-07	2.2503546558937688e-07
word_783518	1.7703780695478863e-07	4.5007093117875375e-07
word_78361	1.7703780695478863e-07	3.1504965182512766e-06
word_7836548	1.7703780695478863e-07	4.5007093117875375e-07
word_783669574	1.7703780695478863e-07	4.5007093117875375e-07
word_7837	5.311134208643658e-07	4.5007093117875375e-07
